growthp0001	growthqtlp0001	growthp0005	growthqtlp0005	growthp001	growthqtlp001	heightp0001	heightqtlp0001	heightp0005	heightqtlp0005	heightp001	heightqtlp001
		SORBI_3004G359400	SORBI_3008G086700	SORBI_3008G107200	SORBI_3003G165700	SORBI_3008G110600	SORBI_3010G133250	SORBI_3005G113300	SORBI_3006G026900	SORBI_3004G135400	SORBI_3005G114000
		SORBI_3005G098250	SORBI_3008G088300	SORBI_3008G109300	SORBI_3003G167900	SORBI_3008G117600	SORBI_3010G133275	SORBI_3005G113766	SORBI_3006G027300	SORBI_3004G136100	SORBI_3005G114101
		SORBI_3005G102451	SORBI_3008G088900	SORBI_3008G115600	SORBI_3003G170366	SORBI_3008G150200	SORBI_3010G134900	SORBI_3005G114000	SORBI_3006G031000	SORBI_3004G136300	SORBI_3005G114400
		SORBI_3005G103400	SORBI_3008G091100	SORBI_3008G117400	SORBI_3003G170900	SORBI_3008G160200	SORBI_3010G135600	SORBI_3005G114101	SORBI_3006G032300	SORBI_3004G136400	SORBI_3005G114500
		SORBI_3005G105300	SORBI_3008G092701	SORBI_3008G120450	SORBI_3003G171032	SORBI_3008G177100	SORBI_3010G137100	SORBI_3005G114500	SORBI_3006G034000	SORBI_3004G136701	SORBI_3005G114700
		SORBI_3005G105700	SORBI_3008G092932	SORBI_3008G125801	SORBI_3003G171701	SORBI_3009G067301	SORBI_3010G140150	SORBI_3005G114900	SORBI_3006G034250	SORBI_3004G136800	SORBI_3005G114900
		SORBI_3005G109400	SORBI_3008G093600	SORBI_3008G139100	SORBI_3003G173700	SORBI_3009G075600	SORBI_3010G141201	ENSRNA049485570	SORBI_3006G034275	SORBI_3004G137000	ENSRNA049485570
		SORBI_3005G110511	SORBI_3008G094300	SORBI_3008G142400	SORBI_3003G174425	SORBI_3009G076500	SORBI_3010G141433	ENSRNA049485575	SORBI_3006G034400	SORBI_3004G138000	ENSRNA049485575
		SORBI_3005G112400	SORBI_3008G097200	SORBI_3008G145500	SORBI_3003G178900	SORBI_3009G087300	SORBI_3010G142300	SORBI_3005G115200	SORBI_3006G035300	SORBI_3004G138350	SORBI_3005G115200
		SORBI_3005G114201	SORBI_3008G098800	SORBI_3008G184900	SORBI_3003G179300	SORBI_3009G090800	SORBI_3010G143800	SORBI_3005G116000	SORBI_3006G035600	SORBI_3004G138650	SORBI_3005G116000
		SORBI_3005G114600	SORBI_3008G099100	SORBI_3009G080900	SORBI_3004G037300	SORBI_3009G090900	ENSRNA049996889	SORBI_3005G116400	SORBI_3006G036100	SORBI_3004G138750	SORBI_3005G116400
		SORBI_3005G115000	SORBI_3008G100600	SORBI_3009G082200	SORBI_3004G054900	SORBI_3009G091600	SORBI_3010G145300	SORBI_3005G120433	SORBI_3006G036700	SORBI_3004G139500	SORBI_3005G118400
		SORBI_3005G115200	SORBI_3008G101400	SORBI_3009G090400	SORBI_3004G122300	SORBI_3009G095720	SORBI_3010G146500	SORBI_3005G120600	SORBI_3006G036801	SORBI_3004G139800	SORBI_3005G118600
		SORBI_3005G121500	SORBI_3008G102100	SORBI_3009G093900	SORBI_3004G127066	SORBI_3009G096566	SORBI_3010G148700	SORBI_3005G123700	SORBI_3006G038000	SORBI_3004G140200	SORBI_3005G120600
		SORBI_3005G130550	SORBI_3008G102600	SORBI_3009G094600	SORBI_3004G129201	SORBI_3009G101200	SORBI_3010G151050	SORBI_3005G129201	SORBI_3006G038050	SORBI_3004G140400	SORBI_3005G197300
		SORBI_3005G130700	SORBI_3008G106500	SORBI_3009G094900	SORBI_3004G130916	SORBI_3009G101700	SORBI_3010G153700	SORBI_3005G129501	SORBI_3006G038700	SORBI_3004G142800	SORBI_3006G000800
		SORBI_3005G141900	SORBI_3008G107500	SORBI_3009G095400	SORBI_3004G132700	SORBI_3009G102400	SORBI_3010G155300	SORBI_3005G130100	SORBI_3006G039400	SORBI_3004G143700	SORBI_3006G020200
		SORBI_3006G019000	SORBI_3008G109400	SORBI_3009G095720	SORBI_3004G133900	SORBI_3009G121600	SORBI_3010G156601	SORBI_3005G130500	SORBI_3006G039500	SORBI_3004G144800	SORBI_3006G022700
		SORBI_3006G025000	SORBI_3008G110700	SORBI_3009G095800	SORBI_3004G134200	SORBI_3009G144500	SORBI_3010G158700	SORBI_3005G134301	SORBI_3006G040201	SORBI_3004G146100	SORBI_3006G025300
		SORBI_3006G034300	SORBI_3008G115700	SORBI_3009G096100	SORBI_3004G134600	SORBI_3010G045100	SORBI_3010G161300	SORBI_3005G141801	SORBI_3006G040301	SORBI_3004G146700	SORBI_3006G026000
		SORBI_3006G035800	SORBI_3008G121400	SORBI_3009G097100	SORBI_3004G135400	SORBI_3010G088800	SORBI_3010G164100	SORBI_3005G143300	SORBI_3006G040401	SORBI_3004G146900	SORBI_3006G026900
		SORBI_3006G036100	SORBI_3009G014800	SORBI_3009G098601	SORBI_3004G135800	SORBI_3010G089600	SORBI_3010G164400	SORBI_3005G143500	SORBI_3006G040800	SORBI_3004G147300	SORBI_3006G027300
		SORBI_3006G039500	SORBI_3009G090500	SORBI_3009G098900	SORBI_3004G136400	SORBI_3010G100300	SORBI_3010G169100	SORBI_3005G146966	SORBI_3006G041100	SORBI_3004G150700	SORBI_3006G031000
		SORBI_3006G041750	SORBI_3009G093200	SORBI_3009G100800	SORBI_3004G136901	SORBI_3010G111900	SORBI_3010G171900	SORBI_3005G175150	SORBI_3006G041600	SORBI_3004G157700	SORBI_3006G032300
		SORBI_3006G048850	SORBI_3009G094700	SORBI_3009G101600	SORBI_3004G138850	SORBI_3010G120500	SORBI_3010G180350	SORBI_3005G179200	SORBI_3006G041700	SORBI_3004G160100	SORBI_3006G033101
		SORBI_3006G049700	SORBI_3009G095480	SORBI_3009G101700	SORBI_3005G098250	SORBI_3010G122533	SORBI_3010G186100	SORBI_3005G191900	SORBI_3006G041800	SORBI_3004G181800	SORBI_3006G034000
		SORBI_3006G050100	SORBI_3009G095800	SORBI_3009G103700	SORBI_3005G101000	SORBI_3010G124166	SORBI_3010G193501	SORBI_3005G193500	SORBI_3006G042350	SORBI_3004G214100	SORBI_3006G034200
		SORBI_3007G068700	SORBI_3009G096300	SORBI_3009G105000	SORBI_3005G101900	SORBI_3010G129450	SORBI_3010G194100	SORBI_3006G016600	ENSRNA049996151	SORBI_3004G251350	SORBI_3006G034275
		SORBI_3007G090466	SORBI_3009G097200	SORBI_3009G107020	SORBI_3005G102451	SORBI_3010G133250	SORBI_3010G220800	SORBI_3006G018650	SORBI_3006G044301	SORBI_3004G253700	SORBI_3006G034400
		SORBI_3007G091301	SORBI_3009G098700	SORBI_3009G111100	SORBI_3005G103400	SORBI_3010G133275	SORBI_3010G243600	SORBI_3006G025300	SORBI_3006G044800	SORBI_3004G315800	SORBI_3006G034900
		SORBI_3007G092450	SORBI_3009G099000	ENSRNA049481000	SORBI_3005G105300	SORBI_3010G135600	SORBI_3001G155100	SORBI_3006G026000	SORBI_3006G047500	SORBI_3004G344200	SORBI_3006G035300
		ENSRNA049995871	SORBI_3009G100300	SORBI_3009G117500	SORBI_3005G105700	SORBI_3010G137100	SORBI_3001G186401	SORBI_3006G026900	SORBI_3006G048600	SORBI_3004G350800	SORBI_3006G035600
		ENSRNA049440638	SORBI_3009G106700	SORBI_3009G118900	SORBI_3005G109201	SORBI_3010G140150	SORBI_3001G194300	SORBI_3006G027300	SORBI_3006G048700	SORBI_3004G359300	SORBI_3006G036100
		SORBI_3007G099133	SORBI_3009G108300	SORBI_3009G119300	SORBI_3005G109400	SORBI_3010G140600	SORBI_3001G221800	SORBI_3006G031000	SORBI_3006G049100	SORBI_3005G001000	SORBI_3006G036201
		SORBI_3007G103666	SORBI_3009G108900	SORBI_3009G122900	SORBI_3005G110000	SORBI_3010G141433	SORBI_3001G237500	SORBI_3006G034000	SORBI_3006G049450	SORBI_3005G025100	SORBI_3006G036700
		SORBI_3007G106900	SORBI_3009G132100	SORBI_3009G135100	SORBI_3005G110511	SORBI_3010G142300	SORBI_3001G237900	SORBI_3006G034275	SORBI_3006G049600	SORBI_3005G025300	SORBI_3006G036801
		SORBI_3007G111150	SORBI_3010G120300	SORBI_3009G142900	SORBI_3005G111200	SORBI_3010G143800	SORBI_3001G253400	SORBI_3006G034400	SORBI_3006G053651	SORBI_3005G064300	SORBI_3006G037000
		SORBI_3007G111300	SORBI_3010G120600	SORBI_3009G254100	SORBI_3005G111550	SORBI_3010G144800	SORBI_3001G254600	SORBI_3006G034900	SORBI_3006G054500	SORBI_3005G067900	SORBI_3006G038050
		SORBI_3007G111700	SORBI_3010G125400	SORBI_3009G256800	SORBI_3005G111900	SORBI_3010G145100	SORBI_3001G256000	SORBI_3006G035600	SORBI_3006G055501	SORBI_3005G078600	SORBI_3006G038700
		SORBI_3007G114500	SORBI_3010G126100	SORBI_3010G001000	SORBI_3005G112400	SORBI_3010G146500	SORBI_3001G256400	SORBI_3006G036100	SORBI_3006G057866	SORBI_3005G082950	SORBI_3006G038850
		SORBI_3007G117700	SORBI_3010G132700	SORBI_3010G102800	SORBI_3005G113300	SORBI_3010G155300	SORBI_3001G257200	SORBI_3006G036201	SORBI_3006G079500	SORBI_3005G087600	SORBI_3006G039400
		SORBI_3007G118050	SORBI_3010G139200	SORBI_3010G111450	SORBI_3005G114201	SORBI_3010G158700	SORBI_3001G257400	SORBI_3006G036801	SORBI_3006G109500	SORBI_3005G088500	SORBI_3006G039500
		SORBI_3007G119101	SORBI_3010G140100	SORBI_3010G115800	SORBI_3005G114600	SORBI_3010G161300	SORBI_3001G259600	SORBI_3006G038000	SORBI_3006G145700	SORBI_3005G089800	SORBI_3006G040101
		SORBI_3007G126800	SORBI_3010G140700	SORBI_3010G116200	SORBI_3005G115000	SORBI_3010G164100	SORBI_3001G263801	SORBI_3006G038700	SORBI_3006G213500	SORBI_3005G096201	SORBI_3006G040201
		SORBI_3008G069401	SORBI_3010G141001	SORBI_3010G120200	SORBI_3005G115300	SORBI_3010G169100	SORBI_3001G264500	SORBI_3006G039500	SORBI_3006G226900	ENSRNA049996218	SORBI_3006G040301
		SORBI_3008G075700	SORBI_3010G143900	SORBI_3010G121200	SORBI_3005G121500	SORBI_3010G186100	SORBI_3001G264700	SORBI_3006G040201	SORBI_3006G229800	SORBI_3005G103000	SORBI_3006G040401
		SORBI_3008G078900	SORBI_3010G144700	SORBI_3010G126000	SORBI_3005G141900	SORBI_3010G193501	SORBI_3001G265700	SORBI_3006G040301	SORBI_3006G240700	SORBI_3005G104001	SORBI_3006G040700
		SORBI_3008G086700	SORBI_3010G145500	SORBI_3010G129900	SORBI_3005G161100	SORBI_3001G155100	SORBI_3001G267701	SORBI_3006G040401	SORBI_3006G247500	SORBI_3005G107900	SORBI_3006G040800
		SORBI_3008G088900	SORBI_3010G147250	SORBI_3010G130700	SORBI_3007G109900	SORBI_3001G186401	SORBI_3001G268100	SORBI_3006G040800	SORBI_3006G282100	SORBI_3005G109000	SORBI_3006G041100
		SORBI_3008G092701	SORBI_3010G152700	SORBI_3010G132600	SORBI_3007G111001	SORBI_3001G194300	SORBI_3001G270400	SORBI_3006G041100	SORBI_3007G088400	SORBI_3005G109900	SORBI_3006G041600
		SORBI_3008G092932	SORBI_3010G154300	SORBI_3010G137100	SORBI_3007G111150	SORBI_3001G221800	SORBI_3001G275100	SORBI_3006G041600	SORBI_3007G089900	SORBI_3005G111200	SORBI_3006G041700
		SORBI_3008G093600	SORBI_3010G174300	SORBI_3010G139600	SORBI_3007G111300	SORBI_3001G237500	SORBI_3001G276600	SORBI_3006G041700	SORBI_3007G090403	SORBI_3005G111800	SORBI_3006G042350
		SORBI_3008G094300		SORBI_3010G140575	SORBI_3008G069401	SORBI_3001G256400	SORBI_3001G281400	SORBI_3006G041800	SORBI_3007G090409	SORBI_3005G112100	ENSRNA049996151
		SORBI_3008G100600		SORBI_3010G140600	SORBI_3008G073800	SORBI_3001G257200	SORBI_3001G286100	SORBI_3006G044301	SORBI_3007G090424	SORBI_3005G112300	SORBI_3006G044600
		SORBI_3008G101400		SORBI_3010G140700	SORBI_3008G075100	SORBI_3001G259600	SORBI_3001G373900	SORBI_3006G044800	SORBI_3007G091000	SORBI_3005G112700	SORBI_3006G044800
		SORBI_3008G102100		SORBI_3010G140800	SORBI_3008G075700	SORBI_3001G263300	SORBI_3002G136500	SORBI_3006G048600	SORBI_3007G091100	SORBI_3005G112900	SORBI_3006G047500
		SORBI_3008G106500		SORBI_3010G141700	SORBI_3008G077700	SORBI_3001G263801	SORBI_3002G138400	SORBI_3006G048700	SORBI_3007G091301	SORBI_3005G113101	SORBI_3006G048600
		SORBI_3008G107500		SORBI_3010G143200	SORBI_3008G078900	SORBI_3001G264700	SORBI_3002G139300	SORBI_3006G049100	SORBI_3007G091800	SORBI_3005G113300	SORBI_3006G048700
		SORBI_3008G110050		SORBI_3010G143800	SORBI_3008G082700	SORBI_3001G265700	SORBI_3002G145800	SORBI_3006G049450	SORBI_3007G093100	SORBI_3005G113766	SORBI_3006G049100
		SORBI_3008G121400		SORBI_3010G144600	SORBI_3008G086700	SORBI_3001G267701	SORBI_3002G146800	SORBI_3006G049600	SORBI_3007G093201	SORBI_3005G114000	SORBI_3006G049450
		SORBI_3008G139200		SORBI_3010G145100	SORBI_3008G088300	SORBI_3001G268100	SORBI_3002G147300	SORBI_3006G054500	SORBI_3007G094900	SORBI_3005G114101	SORBI_3006G049600
		SORBI_3009G081100		SORBI_3010G145300	SORBI_3008G088500	SORBI_3001G270400	SORBI_3002G147400	SORBI_3006G055501	SORBI_3007G095100	SORBI_3005G114400	SORBI_3006G049666
		SORBI_3009G090500		SORBI_3010G153700	SORBI_3008G088900	SORBI_3001G275100	ENSRNA049465688	SORBI_3006G075000	SORBI_3007G095850	SORBI_3005G114700	SORBI_3006G053651
		SORBI_3009G094700		SORBI_3010G211200	SORBI_3008G089500	SORBI_3001G276600	SORBI_3002G147600	SORBI_3006G079500	SORBI_3007G097100	ENSRNA049485570	SORBI_3006G055501
		SORBI_3009G095480		SORBI_3010G226700	SORBI_3008G091100	SORBI_3001G281400	SORBI_3002G149101	SORBI_3006G109500	SORBI_3007G099100	ENSRNA049485575	SORBI_3006G057866
		SORBI_3009G095800		SORBI_3001G193100	SORBI_3008G092701	SORBI_3001G286100	SORBI_3002G150766	SORBI_3006G145700	SORBI_3007G099900	SORBI_3005G115200	SORBI_3006G075000
		SORBI_3009G096300		SORBI_3001G219200	SORBI_3008G092932	SORBI_3001G330600	SORBI_3002G150866	SORBI_3006G213500	SORBI_3007G100425	SORBI_3005G116000	SORBI_3006G079500
		SORBI_3009G097200		SORBI_3001G223200	SORBI_3008G093600	SORBI_3002G096300	SORBI_3002G155800	SORBI_3006G226900	SORBI_3007G101200	SORBI_3005G116400	SORBI_3006G100700
		SORBI_3009G098700		SORBI_3001G237700	SORBI_3008G098400	SORBI_3002G100950	SORBI_3002G157600	SORBI_3006G229800	SORBI_3007G101600	SORBI_3005G118600	SORBI_3006G109500
		SORBI_3009G099000		SORBI_3001G257300	SORBI_3008G100600	SORBI_3002G127400	SORBI_3002G189700	SORBI_3006G240700	SORBI_3007G101800	SORBI_3005G120600	SORBI_3006G226900
		SORBI_3009G108300		SORBI_3001G261404	SORBI_3008G102100	SORBI_3002G129300	SORBI_3002G261300	SORBI_3006G247500	SORBI_3007G102300	SORBI_3005G123700	SORBI_3006G229800
		SORBI_3009G112450		SORBI_3001G263300	SORBI_3008G102600	SORBI_3002G135750	SORBI_3003G027100	SORBI_3006G282100	SORBI_3007G102900	SORBI_3005G127600	SORBI_3006G240700
		SORBI_3009G132100		SORBI_3001G263900	SORBI_3008G107500	SORBI_3002G136500	SORBI_3003G144900	SORBI_3007G008700	SORBI_3007G103300	SORBI_3005G129201	SORBI_3006G247500
		SORBI_3010G120300		SORBI_3001G264500	SORBI_3008G109400	SORBI_3002G138400	SORBI_3003G146500	SORBI_3007G018000	SORBI_3007G103350	SORBI_3005G129501	SORBI_3006G282100
		SORBI_3010G126100		SORBI_3001G265400	SORBI_3008G115700	SORBI_3002G145800	SORBI_3003G147100	SORBI_3007G064500	SORBI_3007G103400	SORBI_3005G129800	SORBI_3007G070500
		SORBI_3010G132700		SORBI_3001G275800	SORBI_3008G117600	SORBI_3002G146800	SORBI_3003G149200	SORBI_3007G064800	SORBI_3007G104300	SORBI_3005G130100	SORBI_3007G084700
		SORBI_3010G140100		SORBI_3001G279800	SORBI_3008G120600	SORBI_3002G147300	SORBI_3003G216800	SORBI_3007G089900	SORBI_3007G106400	SORBI_3005G132250	SORBI_3007G088200
		SORBI_3010G143900		SORBI_3001G297200	SORBI_3008G121501	ENSRNA049465688	SORBI_3004G054900	SORBI_3007G090403	SORBI_3007G106700	SORBI_3005G134301	SORBI_3007G089900
		SORBI_3010G145500		SORBI_3001G500200	SORBI_3009G003300	SORBI_3002G147600	SORBI_3004G101000	SORBI_3007G090424	SORBI_3007G109800	SORBI_3005G141801	SORBI_3007G090001
		SORBI_3010G174300		SORBI_3002G039000	SORBI_3009G087900	SORBI_3002G148550	SORBI_3004G122300	SORBI_3007G090472	SORBI_3007G111200	SORBI_3005G143300	SORBI_3007G090403
				SORBI_3002G072200	SORBI_3009G089800	SORBI_3002G149101	SORBI_3004G127650	SORBI_3007G091000	SORBI_3007G111700	SORBI_3005G143500	SORBI_3007G090409
				SORBI_3002G099401	SORBI_3009G090500	SORBI_3002G150866	SORBI_3004G128400	SORBI_3007G091100	SORBI_3007G112200	SORBI_3005G146000	SORBI_3007G090424
				SORBI_3002G117700	SORBI_3009G092200	SORBI_3002G157600	SORBI_3004G130500	SORBI_3007G091301	SORBI_3007G112301	SORBI_3005G146966	SORBI_3007G091000
				SORBI_3002G120400	SORBI_3009G093200	SORBI_3002G168600	SORBI_3004G132600	SORBI_3007G091800	SORBI_3007G112766	SORBI_3005G156300	SORBI_3007G091100
				SORBI_3002G127100	SORBI_3009G094200	SORBI_3002G189700	SORBI_3004G134300	SORBI_3007G093100	SORBI_3007G113900	SORBI_3005G161000	SORBI_3007G091301
				SORBI_3002G139400	SORBI_3009G094700	SORBI_3002G261300	SORBI_3004G134801	SORBI_3007G094900	SORBI_3007G114100	SORBI_3005G171300	SORBI_3007G091800
				SORBI_3002G143450	SORBI_3009G095100	SORBI_3003G027100	SORBI_3004G135200	SORBI_3007G095100	SORBI_3007G114301	SORBI_3005G175150	SORBI_3007G092400
				SORBI_3002G145000	SORBI_3009G095480	SORBI_3003G144900	SORBI_3004G135400	SORBI_3007G095850	SORBI_3007G114600	SORBI_3005G181800	SORBI_3007G093100
				SORBI_3002G146100	SORBI_3009G095800	SORBI_3003G146500	SORBI_3004G136366	SORBI_3007G099100	SORBI_3007G118025	SORBI_3005G191900	SORBI_3007G094900
				SORBI_3002G146501	SORBI_3009G096300	SORBI_3003G158000	SORBI_3004G136500	SORBI_3007G099900	SORBI_3007G120000	SORBI_3005G193500	SORBI_3007G095100
				SORBI_3002G146900	SORBI_3009G097200	SORBI_3003G158201	SORBI_3004G138850	SORBI_3007G100425	SORBI_3007G123000	SORBI_3005G197300	SORBI_3007G095850
				SORBI_3002G147300	SORBI_3009G098700	SORBI_3003G162200	SORBI_3004G139700	SORBI_3007G101200	SORBI_3007G124900	SORBI_3006G018650	SORBI_3007G096000
				ENSRNA049465688	SORBI_3009G099000	SORBI_3003G164300	SORBI_3004G140300	SORBI_3007G101500	SORBI_3007G125500	SORBI_3006G020200	SORBI_3007G097100
				SORBI_3002G147900	SORBI_3009G100300	SORBI_3003G165401	SORBI_3004G140501	SORBI_3007G102300	SORBI_3007G131950	SORBI_3006G025300	SORBI_3007G099100
				SORBI_3002G148550	SORBI_3009G100900	SORBI_3003G166450	SORBI_3004G142000	SORBI_3007G103300	SORBI_3007G167500	SORBI_3006G026000	SORBI_3007G099200
				SORBI_3002G149200	SORBI_3009G101250	SORBI_3003G167000	SORBI_3004G144700	SORBI_3007G103350	SORBI_3007G171500	SORBI_3006G026900	SORBI_3007G099900
				SORBI_3002G150766	SORBI_3009G101800	SORBI_3003G167500	SORBI_3004G145000	SORBI_3007G106400	SORBI_3008G052900	SORBI_3006G027300	SORBI_3007G100425
				SORBI_3002G154100	SORBI_3009G103800	SORBI_3003G170366	SORBI_3004G147050	SORBI_3007G106700	SORBI_3008G055800	SORBI_3006G031000	SORBI_3007G101200
				SORBI_3002G157400	SORBI_3009G107080	SORBI_3003G170700	SORBI_3004G147400	SORBI_3007G109800	SORBI_3008G068133	SORBI_3006G032300	SORBI_3007G101401
				SORBI_3002G158500	SORBI_3009G108300	SORBI_3003G171500	SORBI_3004G154000	SORBI_3007G111700	SORBI_3008G069300	SORBI_3006G033101	SORBI_3007G101800
				SORBI_3002G162601	SORBI_3009G135300	SORBI_3003G175000	SORBI_3004G154300	SORBI_3007G112200	SORBI_3008G071050	SORBI_3006G034000	SORBI_3007G102300
				SORBI_3002G168650	SORBI_3010G115900	SORBI_3003G175866	SORBI_3004G176700	SORBI_3007G112301	SORBI_3008G073500	SORBI_3006G034200	SORBI_3007G103350
				SORBI_3002G171800	SORBI_3010G120300	SORBI_3003G178800	SORBI_3004G229700	SORBI_3007G112766	SORBI_3008G075600	SORBI_3006G034250	SORBI_3007G103400
				SORBI_3002G199650	SORBI_3010G121300	SORBI_3003G180200	SORBI_3004G251400	SORBI_3007G113900	SORBI_3008G077600	SORBI_3006G034275	SORBI_3007G104300
				SORBI_3003G136301	SORBI_3010G124400	SORBI_3003G185250	SORBI_3005G064400	SORBI_3007G114100	SORBI_3008G078200	SORBI_3006G034400	SORBI_3007G106400
				SORBI_3003G161300	SORBI_3010G125400	SORBI_3003G186700	SORBI_3005G089900	SORBI_3007G114301	SORBI_3008G081400	SORBI_3006G035300	SORBI_3007G106700
				SORBI_3003G164200	SORBI_3010G126100	SORBI_3003G200000	SORBI_3005G090500	SORBI_3007G114600	SORBI_3008G083200	SORBI_3006G035500	SORBI_3007G106900
				SORBI_3003G165700	SORBI_3010G128350	SORBI_3003G216800	SORBI_3005G096300	SORBI_3007G117900	SORBI_3008G085400	SORBI_3006G036100	SORBI_3007G109800
				SORBI_3003G167900	SORBI_3010G130800	SORBI_3003G228600	SORBI_3005G101000	SORBI_3007G118025	SORBI_3008G087500	SORBI_3006G036201	SORBI_3007G111200
				SORBI_3003G170366	SORBI_3010G132700	SORBI_3004G054900	SORBI_3005G103050	SORBI_3007G120000	SORBI_3008G088100	SORBI_3006G036700	SORBI_3007G111700
				SORBI_3003G170800	SORBI_3010G135100	SORBI_3004G086500	SORBI_3005G103300	SORBI_3007G123000	SORBI_3008G088890	SORBI_3006G036801	SORBI_3007G112200
				SORBI_3003G171300	SORBI_3010G137200	SORBI_3004G087500	SORBI_3005G111400	SORBI_3007G124900	SORBI_3008G088900	SORBI_3006G037000	SORBI_3007G112301
				SORBI_3003G171701	SORBI_3010G139600	SORBI_3004G101000	SORBI_3005G111900	SORBI_3007G125500	SORBI_3008G089366	SORBI_3006G038000	SORBI_3007G112450
				SORBI_3003G173700	SORBI_3010G140750	SORBI_3004G122300	SORBI_3005G112200	SORBI_3007G146350	SORBI_3008G090701	SORBI_3006G038700	SORBI_3007G112766
				SORBI_3003G173950	SORBI_3010G143900	SORBI_3004G128400	SORBI_3005G113101	SORBI_3007G171500	SORBI_3008G091100	SORBI_3006G038850	SORBI_3007G113900
				SORBI_3003G178900	SORBI_3010G144700	SORBI_3004G130500	SORBI_3005G114000	SORBI_3008G024800	SORBI_3008G092400	SORBI_3006G039400	SORBI_3007G114100
				SORBI_3003G182501	ENSRNA049996889	SORBI_3004G130700	ENSRNA049485579	SORBI_3008G055700	SORBI_3008G092532	SORBI_3006G039500	SORBI_3007G114301
				SORBI_3003G187400	SORBI_3010G145200	SORBI_3004G132600	SORBI_3005G115300	SORBI_3008G055800	SORBI_3008G092800	SORBI_3006G040201	SORBI_3007G114600
				SORBI_3003G197600	SORBI_3010G145500	SORBI_3004G134801	SORBI_3005G116100	SORBI_3008G069300	SORBI_3008G092866	SORBI_3006G040301	SORBI_3007G115000
				SORBI_3003G212300	SORBI_3010G147250	SORBI_3004G135200	SORBI_3005G116500	SORBI_3008G071050	SORBI_3008G093200	SORBI_3006G040401	SORBI_3007G120000
				SORBI_3003G277800	SORBI_3010G152700	SORBI_3004G135400	SORBI_3005G120466	SORBI_3008G073500	SORBI_3008G094400	SORBI_3006G040800	SORBI_3007G123000
				SORBI_3003G425200	SORBI_3010G153800	SORBI_3004G136366	SORBI_3005G120700	SORBI_3008G077600	SORBI_3008G095000	SORBI_3006G041100	SORBI_3007G123700
				SORBI_3004G037300	SORBI_3010G154300	SORBI_3004G136500	SORBI_3006G016350	SORBI_3008G078200	SORBI_3008G095500	SORBI_3006G041600	SORBI_3007G124800
				SORBI_3004G054900	SORBI_3010G175700	SORBI_3004G138850	SORBI_3006G032400	SORBI_3008G083200	SORBI_3008G097100	SORBI_3006G041700	SORBI_3007G124900
				SORBI_3004G111500	SORBI_3010G192366	SORBI_3004G139700	SORBI_3006G034300	SORBI_3008G085400	SORBI_3008G101100	ENSRNA049996151	SORBI_3007G125500
				SORBI_3004G121200		SORBI_3004G140300	SORBI_3006G035700	SORBI_3008G087500	SORBI_3008G102000	SORBI_3006G044301	SORBI_3007G131700
				SORBI_3004G122300		SORBI_3004G140501	SORBI_3006G036300	SORBI_3008G088900	SORBI_3008G106400	SORBI_3006G044600	SORBI_3007G135400
				SORBI_3004G129201		SORBI_3004G144700	SORBI_3006G036900	SORBI_3008G089366	SORBI_3008G107200	SORBI_3006G044800	SORBI_3007G136200
				SORBI_3004G132700		SORBI_3004G145000	SORBI_3006G038350	SORBI_3008G090701	SORBI_3008G107300	SORBI_3006G047500	SORBI_3007G146350
				SORBI_3004G134200		SORBI_3004G147050	SORBI_3006G039600	SORBI_3008G090800	SORBI_3008G109900	SORBI_3006G048700	SORBI_3007G167500
				SORBI_3004G135400		SORBI_3004G147600	SORBI_3006G040500	SORBI_3008G091100	SORBI_3008G110450	SORBI_3006G049100	SORBI_3007G171500
				SORBI_3004G136901		SORBI_3004G154000	SORBI_3006G041266	SORBI_3008G092400	SORBI_3008G110600	SORBI_3006G049450	SORBI_3007G179100
				SORBI_3004G139700		SORBI_3004G176700	SORBI_3006G041700	SORBI_3008G092800	SORBI_3008G117600	SORBI_3006G049600	SORBI_3008G051400
				SORBI_3004G142201		SORBI_3004G229700	SORBI_3006G043600	SORBI_3008G092866	SORBI_3008G120450	SORBI_3006G049666	SORBI_3008G055800
				SORBI_3004G145000		SORBI_3005G089900	SORBI_3006G047700	SORBI_3008G093200	SORBI_3008G125801	SORBI_3006G050550	SORBI_3008G068133
				SORBI_3004G148900		SORBI_3005G096300	SORBI_3006G048775	SORBI_3008G095500	SORBI_3009G060100	SORBI_3006G053651	SORBI_3008G069300
				SORBI_3004G154400		SORBI_3005G103050	SORBI_3006G049600	SORBI_3008G096050	SORBI_3009G066200	SORBI_3006G055501	SORBI_3008G069700
				SORBI_3004G158400		SORBI_3005G111400	SORBI_3006G054600	SORBI_3008G101100	SORBI_3009G066900	SORBI_3006G057866	SORBI_3008G070100
				SORBI_3004G169900		SORBI_3005G112200	SORBI_3006G058000	SORBI_3008G102000	SORBI_3009G069300	SORBI_3006G075000	SORBI_3008G073500
				SORBI_3004G303433		SORBI_3005G113101	SORBI_3007G090900	SORBI_3008G105850	SORBI_3009G072333	ENSRNA049482026	SORBI_3008G077600
				SORBI_3004G359400		SORBI_3005G114000	SORBI_3007G091100	SORBI_3008G107300	SORBI_3009G074300	SORBI_3006G100700	SORBI_3008G078200
				SORBI_3005G077933		SORBI_3005G115300	SORBI_3007G091400	SORBI_3008G109900	SORBI_3009G075600	SORBI_3006G109500	SORBI_3008G083200
